d1914a1 d1914a2 2I1M18P2I10P2D1P7I18P1D10P1I1P1D5P1I3P4M3D1I
d1x1ta_ d3tzqa_ 1P1I35P3M1D10P4D41P2I95P8I2P1I2P2I1M41P14I
d1x1ta_ d3ucxa_ 1P1I36P1M1P1D1M9P1D42P1I37P1D58P3I1P20I3P1M41P1M
d1x1ta_ d3vc7a_ 39P1D1M8P2M4D74P2D59P6I26P1D19P3I
d1x1ta_ d3zv4a_ 1I37P1M1P1D10P4D42P1I6P4I30P1D16P2M25P1D13P7I1P4I1P1I24P1I20P17I
d1x2ia1 d2a1ja1 7D44P1D14P1M1D3I
d1x2ia1 d2a1jb1 1D10I1M65P1M1I
d1x2ia1 d2csba3 8D31P4I12P1D8P8D
d1x2ia1 d2csba4 6D41P2D1P1M2D1P1D6P1I4P3D
d1x2ia1 d2duya1 6D13I1M24P3D1P2D1M3P1D20P1M5D1I
d1x2ia1 d2i1qa1 11D19P1M2P1I1M30P2I1P1M2D2I
d1x38a1 d2oxna_ 29D1M8P1M2I1M3I8P1M7P1D5P2D2P1D14P1D1P3D1P1D10P1M2I1M18P1M1I32P1D1M1P1M19P1I8P16D18P2M2I2M6P2D2P1D11P1I15P3I30P1M1D2P1D1P1M1P2M21P2I1P1I10P2D1M9D2M2D8P2D2P1M2D1M2D1M1P1M2P1M1P2M1D2I1M11P3M5I
d1x3da1 d1x4xa1 10D38P1D2P1D1P1M50P1M
d1x3da1 d1x4za1 1M2D3P2I1M42P3M10P1I2P2I7P1M26P1I5P1M1D
d1x3da1 d1x5aa1 10D2I1M23P2M2D3I3M8P1D1P1D2P1D1M4P1D43P1M
d1x3da1 d1x5fa1 7D7I1M7P1M18P1I2P1M1D1I2M9P1D1P1M10P1I2P1I40P1M
d1x3da1 d1x5ga1 7D7I1M7P1M33P1D1P1M7P1D44P1M
d1x3da1 d1x5ha1 6D6I2M3P1I4P1M20P2I13P1D1P1M4P1I8P1I40P1M10I
d1x3da1 d1x5ia1 5D15I2M13P1D13P1I3P1D11P2D2P1D1P1M1P1I7P1I31P1D8P1M1I
d1x3da1 d1x5ja1 9D6P1M19P1M3D7I1P1M8P1D3P1I3P1M47P1M
d1x3da1 d1x5ka1 6D6I1M4P1I4P1M6P2I13P1M13P2D2P1M1I1P3I8P1I41P1M
d1x3da1 d1x5xa1 10D25P1I2P1D2P1I1M8P1D2P1M2P1I32P1M16P1M
d1x3da1 d1x5ya1 9D6P1M19P1I14P1D11P2I37P1I5P1M1D
d1x3da1 d1x5za1 7D7I8P1M20P2D1M10P1D54P1M
d1x3da1 d1y6kr1 6D1P1D15P1D12P1M1D3M8P1D1P1M9P1I11P2I2P1I3P1I21P1I3P1D1P1M1D
d1x3da1 d1y6kr2 7D4P1D7P1D3P1M10P10I1P1M1I5M8P1D2P1I8P1D10P1I4P1D11P2I15P1D1P1D
d1x3da1 d1zxqa1 9D6P1D5P2I4P1I12P1D2P1I9P7D8P11I1M6P1M2P2M13P6I13P1D1P1D
d1x3da1 d2b5ib2 8D29P2M1P2I1M8P1D5P2I7P1I25P1I1P3I16P1D
d1x3da1 d2b5ic1 8D13P1M14P3D1I1M9P1D4P1M32P5I2P1I11P5D
d1x3da1 d2crma1 5D5I2M13P1I14P1I17P1M52P1M
d1x3da1 d2crza1 9D11P1I15P1I14P1D1P1M52P1M
d1x3da1 d2cuha1 10D1M11P2M12P3D1M9P2D2P4M7P1I31P1D8P4I1P8I
d1x3da1 d2cuia1 1M4D2M3D24P1M1P3D1M9P2D3P1M9I1M1D1I7P2I24P1M6P1D7P2D
d1x3da1 d2cuma1 6D1M3D5P1M20P3D10P2D3P2M8P1I31P1D8P1I1M1I
d1x3da1 d2djsa1 10D39P1D1P1M4P2I3P1D44P1M
d1x3da1 d2dn7a1 10D5P1D19P1M13P1D1P1M11P1I32P1D8P1I1M
d1x3da1 d2dtge1 8D1P1D12P3I27P1D2P1D1M1D1P1D5P1M5I1P1I1P1M1I9P1D19P1D7P2M2I
d1x3da1 d2dtge2 8D7P1M21P1D2P1I9P1D1P1M1P3D20I1M1I1M30P4I1M6P1D8P1D
d1x3da1 d2dypd2 9D11P1M2I15P3D10P5D5P1D4P2I1M10P1M11P1I2P2I13P3D
d1x3da1 d2fnba_ 9D4I1M5P1M17P2M1P2D11P1D1P1M4P3M5P2I31P1D6P3D
d1x3da1 d2gysa2 7D2I1M13P1M1P1D11P1M1D1M2P2I9P1D1P1M4P1I1M15P2I15P6I15P2M1D2I
d1x3da1 d2gysa4 5D2M8P1D4P2D1P2D8P7D9P1D6P2I31P5I13P5D
d1x3da1 d2haza1 8D11P1D15P1I14P1D1P1M12P1I2P4I38P1D1I
d1x3da1 d2hfta1 7D2I1M16P1D8P2M1P3D2P1D7P1D1P1D10P1I10P2I1P1I14P3I1P1I1P2M13P1M1I
d1x3da1 d2hfta2 9D10P1D3P1M10P1I1M10I1P2D2I1M1P2I1M8P1D1P1D2P1D4P1D15P1D11P2I1P2I13P4D
d1x3da1 d2hyma1 11D8I10P3M1D10P1M2P1D10P1D1P1M3P1I5P2I2P1I10P1I4P1I25P1M2I1M2D4I
d1x3da1 d2ibga1 7D3I1M26P1I3P2M10P1D1P1M1I12P2I23P1M8P9D
d1x3da1 d2ic2a1 11D9P1D2P2D24P1D1P1D1P1M1D5P1I4P1M12I24P1I3P1D5P1I5P1M1D
d1x3da1 d2rb8a_ 7D1P1D27P3D9P1D2P1M4P1M7P2I24P1M6P1D8P1D
d1x3da1 d2vkwa2 10D5P1D6P1I27P1D3P2M1P1M6P1I32P1D6P1D1P1D
d1x3da1 d3n1fc_ 9D23P1D3P2D11P1D1P1M2P1I1P2I9P1I39P2D
d1x3ha1 d2co8a2 1I1P1D2P1M15P1I15P
d1x3ha1 d2d8ya1 3D2I2M14P1I16P
d1x3ha1 d2dj7a2 6P1M12P1I16P
d1x3ha2 d1x62a1 31P1D
d1x3ha2 d1x68a2 28P2D2P4I
d1x3ha2 d2co8a1 10P1M6P2I10P2D2P1I1M
d1x3ha2 d2cu8a2 10P1D1I1M13P1I7P
d1x3ha2 d2cupa2 29P1M2D1I
d1x3ha2 d2cuqa1 10P1M21P
d1x3ha2 d2d8xa1 32P
d1x3ha2 d2dj7a1 10P1D21P
d1x3ha2 d2dloa2 18P1I14P
d1x3ha2 d2gvia2 4I10P1D1I1M17P3D
d1x3xa_ d3nera_ 1D6I1M41P1I16P3D1P1D18P6I
d1x3za_ d2f4ma1 38D1P1M1D14P1D33P2I6M31P2D1P2D5P1I133P2I1M1P1I48P1M5I
d1x40a1 d1z1va1 2D3P3D2I1M8P1I4P2I1P1I11P1D15P1M20P8D
d1x40a1 d2f3na1 2D1I1P1D1P2D1P1M2I23P1D34P11D
d1x40a1 d3bq7a_ 5D3P2I1P3I25P1D34P9D
d1x40a1 d3bs5b_ 1I2M2P1M3D2I1M7P1I3P1I15P1D37P1D1M4D1I
d1x44a1 d1xaua_ 2I6P1M1I19P2I1M9P4I6P2D10P4I23P5I11P2D
d1x44a1 d1xeda_ 1D1I2P1D21P4I2P1M13P5I1P1M1D2I1M1P1I8P2I23P3I1M1I12P5I
d1x44a1 d1xiwa_ 3D4P1M1D1P1M1P1M1D1M12P1D15P2M1I7P4D10P1I10P1I2P3I1M1P1I8P1M1P4I
d1x44a1 d1ypzf1 1I1M2P1D4P1I18P2I2P1I8P5I5P8I1M1P1M1P4I9P1I23P7I1M3P1I9P
d1x44a1 d1zoxa_ 1I1M2P1D21P2I11P5I5P1M7I3M9P2I22P1I1P3I13P
d1x44a1 d1zxqa2 1I1M6P1I18P1I1P3M6P4D1M5D1M8P1I12P2D9P4I12P1D
d1x44a1 d2ak4d1 3P1D4P1I18P2I3M7P5I5P1M8I11P2I24P7I4P1I8P1D
d1x44a1 d2atpb1 2D1P1D3P1I17P1I1P1I11P8I5P9I1P1M1D3I1M2I6P1I1P1M24P4I4P1I7P2D
d1x44a1 d2bnqd1 3P1D3P1I20P1M1P1I7P5I5P8I2P1D1M8P2I24P8I4P1I8P1D
d1x44a1 d2c9aa1 1I24P1I4P2I8P3M1P7D3P1I4P5I23P4I4P1I7P2D
d1x44a1 d2cqva1 26P1I2M14P3D1P1I31P4I13P8I
d1x44a1 d2crya1 6I22P1I3P1I2P1M12P2M1P2M9P4I15P1I8P4I11P2D10I
d1x44a1 d2d9qb1 1D2P2D3P1M2I17P5I2M1P1I7P1D5P6D6P5I11P1D1P1M9P1M4I1M1I8P3D
d1x44a1 d2dypd2 1I7P1M2I1M18P1M8P1I1M4P8D1M2P1D14P1M8P8I5P1I6P3D
d1x44a1 d2fcba1 1I1M2P1M4P2I1M1I20P2I13P6D3P5D5P1D15P1I4P1I8P1D
d1x44a1 d2fcba2 1D1I2P1D4P1I1M16P2I16P1M6D3M1P4D20P5I13P1I1P
d1x44a1 d2gj6d1 14D13P1I1M8P5I5P1M6I2M9P1I1P1I23P5I1P1I3P1I6P3D
d1x44a1 d2hp4a_ 1D1I2P1D3P1I18P1M2I1M1D1I1M7P7I5P8I1P1M1D3I1M1P1I31P4I4P1I7P1M1D
d1x44a1 d2ifga1 1I1M1P1D5P2M2I15P3I1P1M1D6P3D1P2M5D2I1M4P1I19P1I8P4I11P2D
d1x44a1 d2ij0c1 1M6P1I17P1I3P1M8P5I5P9I1P3I3M9P1I23P9I4P1I7P2D
d1x44a1 d2ntsp1 1D2P1D3P1I17P1I2P1M1D8P5I4P10I1P2M1D1I1M8P1I24P8I4P1I8P1D
d1x44a1 d2nxyb1 6D1M19P1I10P1I5P8I1P1M1D4I1M7P1I1P2I34P3D
d1x44a1 d2oz4a2 1I2P2I6P1M16P1I1P2I1P1M1I8P1D1P1M1P7D7P4I8P1D6P2I8P4I12P1D
d1x44a1 d2oz4a3 2I5P2I21P1I1M13P7D1M3P8D1P1M16P4I13P
d1x44a1 d2w0pa_ 1I2P1I5P1M2I16P1I2P3M7P9D4I1M7P1I8P1D4P2M9P1M3P2I1P1I8P
d1x44a1 d2yxma_ 5I1M7P1I35P2D43P2D
d1x44a1 d3b5ha1 1I1M5P1I18P1I1P2I2P1D8P4I7P2M21P1I11P4I11P2D
d1x44a1 d3cx2a_ 4I1M25P3I1M10P1I3P1I3P1D1P1M8P6I23P4I12P1D
d1x44a1 d3d85d1 6D5I1M7P7I13P1D10P1I3P1M7D1P1D1P4D21P1M2P1I10P2I
d1x44a1 d3dara1 1I4P1I1P2I1P1M1P1I18P1M1I1M14P1M1D2I2M7P2D22P4I11P2D
d1x44a1 d3kvqa_ 5P1M19P3D14P2D1M7P1M2D1M33P1D
d1x44a1 d3rnqa_ 1D2P1D3P1I21P2I8P5I5P8I1P1M1D1I1M8P2I24P7I4P1I7P2D
d1x45a1 d1x5na1 9I4P1M3P1M1I14P2D18P1D31P3D7P12I
d1x45a1 d1x6da1 10I18P1M2I1M1P1M3D60P13I
d1x45a1 d1y7na1 2I9P1I9P9D13P1D1P1M31P2D9P3I
d1x45a1 d2cssa1 13I10P6I1P1I7P1M5P1I61P2I
d1x45a1 d2f5ya1 1D6P1D1M9P1M6D18P1D30P1D2P1D7P3I
d1x45a1 d2fcfa1 3I7P1D10P1M1D1M4D1P1D47P2D9P3I
d1x45a1 d2fe5a1 3I7P1D1M9P5I5P2D49P2D9P4I
d1x45a1 d2h3la_ 13I7P2D9P5I1M1P3I1M2P2D15P2D32P1D2P1D7P5I
d1x45a1 d2h3ma_ 5I7P1M1P1M1I8P4I2P1M2I2P2D15P2D32P1D3P1D6P3I
d1x45a1 d2he4a_ 5I7P3M12P3D17P1D31P1D3P1D6P6I
d1x45a1 d2iwna_ 5I7P2M9P1M2D3I1P3D49P1D3P1D6P7I
d1x45a1 d2opga_ 6I7P1D1M9P1M4I2P4D1P1D47P2D9P11I
d1x45a1 d2pnta_ 4I22P1M1D1M17P1D31P1D2P1D7P5I
d1x45a1 d2q3ga_ 4I8P1D9P1M2I1M1P4D18P1D30P1D2P1D7P6I
d1x45a1 d2q9va_ 4I7P1D1M9P3M3D1I1M60P4I
d1x45a1 d2vwra_ 5I8P1I14P3D49P2D9P9I
d1x45a1 d2w4fa_ 2I7P3M8P1M4I1P2I1M2P2D18P1D30P1D3P1D6P7I
d1x45a1 d2z9ia1 7D2M11P2D1P2D18P1D16P2D23P16I
d1x45a1 d3cbza_ 4I7P2M9P2M3I1M2P2D1P1D46P1I4P1M7P14I
d1x45a1 d3i4wa_ 8I7P1D1M9P2M1P4D49P1D2P1D7P11I
d1x45a1 d3nfka_ 3I7P1M1P1I9P1M2I1M1P1M3D1P1D15P1I32P3M2I8P2I
d1x45a1 d3o46a_ 3I6P1D11P1D4P2D49P2D9P2I
d1x45a1 d3qe1a_ 3I7P1D2M8P1M4I2M2P5I2P1I18P1D30P1D2P1D7P8I
d1x45a1 d3r68a_ 5I7P3M10P5D18P1D30P1D3P1D6P3I
d1x45a1 d3shua_ 6I7P2D9P2M1P4D15P1D44P10I
d1x47a1 d1x48a1 9D1M1P1D9P1D12P2M1I1P2M37P1M8D9I
d1x47a1 d1x49a1 7D5I2M13P1D14P2I1M39P8D9I
d1x47a1 d2dmya1 1P1M1D2P3M3I1M1P1I10P5D9P1M1D1P3I1M9P1M1D27P1M8P
d1x47a1 d2nuga2 9D25P1M1D1P3I2M9P1D27P9D
d1x48a1 d1x49a1 7I1M1P1I21P3M1P1I41P2M6D6I
d1x48a1 d2dixa1 3I22P1M1D4M2I10P1M2P1D28P6D
d1x48a1 d2nuga2 1M1P1I11P1I10P2D1M2P3I13P1D24P10D
d1x49a1 d2dixa1 2D1M1D1M2D24P2M1D2P1I1M10P1D1P1M27P2M6D
d1x49a1 d2dmya1 2D7I1M2P1M12P4D1M11P2M15P1D23P1M9D8I
d1x49a1 d2nuga2 7D14P1I1P1M9P1D2P1I1M15P1D22P1D1P9D
d1x4aa1 d1x4da1 12D6I1M12P1I1M23P3D21P1M2I14P2M5D5I
d1x4aa1 d1x4fa1 4D2I1M1D1M1P3M1D8I1M12P1I24P1D1P2D20P1M2I15P1M5D5I
d1x4aa1 d1x4ga1 12D16I1M36P3D37P1M5D5I
d1x4aa1 d1x4ha1 12D6I37P2M1D4I22P6I14P2M5D5I
d1x4aa1 d1x5oa1 2D1M8D13I1M1I37P1M1D3I1M26P7I3P1I6P8D
d1x4aa1 d1x5sa1 13D4I36P1M1D4I2M35P2M5D6I
d1x4aa1 d1zh5a2 10D2M1I2P1I35P1M2I1M1D1I20P1D1M15P1M5D2I
d1x4aa1 d2adca1 12D1M10P1I28P2D36P1M5D32I
d1x4aa1 d2adca2 13D9I25P1I11P1D1P1D26P1D1P2I9P1M5D2I
d1x4aa1 d2b0ga1 13D7I36P1M2D1M27P1I8P2M5D
d1x4aa1 d2bz2a1 11D2I1M11P2D24P1D1P2D37P1M4D2I
d1x4aa1 d2cpda1 12D6I1M26P2I9P5D36P2M4D4I
d1x4aa1 d2cpea1 12D6I1M29P8I8P1M3I1M40P1M2D3I
d1x4aa1 d2cpfa1 16D33P1I1M2D7I36P1I2P1M4D3I
d1x4aa1 d2cpha1 12D6I1M34P2M4I1P2D2I22P1I16P2M3D3I
d1x4aa1 d2cpia1 10D4I4M12P1I7P2I16P1M6I1M35P9D
d1x4aa1 d2cpja1 11D5I1M37P1D1P2D35P3M1I1P2M1D
d1x4aa1 d2cpxa1 13D17I1M23P1D2P5I11P1D38P1M4D4I
d1x4aa1 d2cpza1 8D11I4M2P1I36P1M3I1M43P
d1x4aa1 d2cq0a1 8D5P2I36P2I1M2D3I1M40P2D
d1x4aa1 d2cq1a1 13D7I36P2D1P1D20P1M2I15P1M5D5I
d1x4aa1 d2cq2a1 5D8I3M5D6I9P2I1M26P3D1M26P5I9P2M5D3I
d1x4aa1 d2cq3a1 12D9I1M36P1I40P1M2D2I3M
d1x4aa1 d2cq4a1 10D12I1M1P2I38P1I1P2I20P1D16P2I3P1M3D1I
d1x4aa1 d2cqda1 11D5I1M2P2I34P1M4I2M1D20P1D15P1I2P1M4D13I
d1x4aa1 d2cqga1 12D6I1M36P2M3I1M20P1D1P1D14P1M5D5I
d1x4aa1 d2cqha1 12D2P1D21P2I12P5D22P1I14P2M4D4I
d1x4aa1 d2cqia1 12D6I1M38P1I39P1M1D1I1M2D2I
d1x4aa1 d2dgxa1 22D2P1I2P3I24P1M37P1M1P1M4D
d1x4aa1 d2disa1 13D24P1I10P4I1P1I2P1M1D22P1I1P1I16P1M2P3I1P4I
d1x4aa1 d2dita1 12D6I1M11P9I2P2I23P1D39P2M4D4I
d1x4aa1 d2ek1a_ 13D28P1M1I7P1I1P1I2M35P1M1D1P5D
d1x4aa1 d2ghpa1 13D23P1I11P5D38P1M4D
d1x4aa1 d2ghpa2 14D34P1M2P1M1I18P1D18P6D
d1x4aa1 d2ghpa3 11D1M2P1I12P1I21P1I2P3M18P1D19P5D2I
d1x4aa1 d2hzca_ 11D2I1M1P1I24P1I1P10I11P3D19P1D16P7D
d1x4aa1 d2u2fa_ 13D36P2I1M1I2M24P2M1D1M1I1M7P1I3P2M2D1I
d1x4aa1 d2ywka_ 10D2M2P1I35P1I1M2D3I1M36P1D2P3D
d1x4aa1 d3begb_ 13D11P1D23P4D27P5I10P6D10I
d1x4aa1 d3d2wa_ 13D36P1M2D16P1D2P1M1D16P6D
d1x4aa1 d3h2ve_ 13D1I24P1D11P3D38P5D
d1x4aa1 d3lqva_ 13D5I38P1M38P27I1P1M3D2I
d1x4aa1 d3md1a_ 13D36P2I1M1I2M37P1M5D3I
d1x4aa1 d3mdfa_ 11D1I2M1P1I35P2I1M1D2I1M37P6D
d1x4da1 d1x4fa1 4D13I1M1I1M83P
d1x4da1 d1x4ga1 1D8I1M2I1M2P1I14P1D1M45P2D16P1M4D4I
d1x4da1 d1x4ha1 5D5I2M12P1D1M23P6I22P2I1P2I17P1M4D4I
d1x4da1 d1x5sa1 2D4P1D12P1D1M23P6I22P2D18P1M1D1I1M1I
d1x4da1 d1zh5a2 5D2I1M1I1M14P2M2P2M2P1D14P5I20P2D1P1D15P6D3I
d1x4da1 d2adca1 6D13P2M22P1I22P1M2D16P1D4P28I
d1x4da1 d2adca2 2I1M2D3I1M3P1D10P1M1D1M12P1I11P1I21P1M2D4P1D1P2I11P2D1P1D
d1x4da1 d2b0ga1 2I3M2P2D12P1M1D24P1I20P1M2D6P1I10P5D
d1x4da1 d2bz2a1 6D3I1M11P3D45P2D4P1M9P2M5D3I
d1x4da1 d2cpda1 4D3I1M1I1M13P1M1D13P2I8P2D22P2D16P2M3D3I
d1x4da1 d2cpea1 3D3I1M15P1D1M16P8I7P6I21P1M2D15P1M5D6I
d1x4da1 d2cpfa1 10D9P1D1M23P9I20P1I1P3D15P1M5D5I
d1x4da1 d2cpha1 4D4I1M14P1D1M22P7I1M23P1D14P2M5D5I
d1x4da1 d2cpia1 5D5I3M11P1D1M2P2I1P1D2P3I2P1D14P9I22P2D12P9D
d1x4da1 d2cpja1 6D6I1M12P1D1M45P2D15P1M5D5I
d1x4da1 d2cq0a1 5D5I1M13P1D1M23P6I22P2D15P1M5D3I
d1x4da1 d2cq1a1 19P1D1M63P1M4P
d1x4da1 d2cq2a1 3D14I1M2P1D9P3I2P1M2D44P1M1D1M5P3I10P1I2P1M1D1P1D
d1x4da1 d2cq3a1 5D8I2M12P1D1M23P4I22P2D17P1M3D3I
d1x4da1 d2cqda1 5D7I1M13P1D1M22P6I20P1D2P2D15P2I1M1I4M1D8I
d1x4da1 d2cqga1 3P1M15P1D3P1I1P1D2P1I1P1D15P6I21P4D13P1M6D6I
d1x4da1 d2cqia1 4D4I2M13P1D1M24P4I20P1M2D16P1D1I1M3D3I
d1x4da1 d2dgxa1 15D2P1I2P1I1M24P3I21P1M2D16P5D1I
d1x4da1 d2disa1 7D12P1M2I1M2P1I7P2D4P1D5P4I1P2I1P1I23P1M15P1M5D12I
d1x4da1 d2dita1 5D5I1M11P1M9I1P1I26P2I20P1M2D16P1M4D4I
d1x4da1 d2ek1a_ 7D12P1D1M15P1I1M7P5I21P1M2D15P6D
d1x4da1 d2ghpa1 7D12P1D1M10P1I11P2D21P1M2D15P1M5D1I
d1x4da1 d2ghpa2 8D11P1D1M21P1D2P5I20P3D15P6D
d1x4da1 d2ghpa3 5D1I1M13P2M24P4I17P1D2P1M2D16P1M4D1I
d1x4da1 d2hzca_ 5D2P3I12P1D7P1I2P1D2P1I1P10I32P3D14P7D
d1x4da1 d2u2fa_ 7D12P1D24P6I22P1D1M1P2M3D2I2M7P1M5D5I
d1x4da1 d2ywka_ 6D3I1M12P1D1M23P5I21P1M2D14P1M6D2I
d1x4da1 d3begb_ 7D12P2D21P1D22P1M2D5P5I10P6D10I
d1x4da1 d3d2wa_ 7D12P1D1M6P1I1P1D15P1I18P1M1D1P3D15P6D
d1x4da1 d3h2ve_ 5D2P1D11P1M1D11P1D32P1M2D14P2M5D
d1x4da1 d3md1a_ 7D12P1D1M23P6I22P2D14P2M5D3I
d1x4da1 d3mdfa_ 5D2I1M13P1D1M23P6I21P1M2D15P6D
d1x4ea1 d1x4ha1 10I62P5I1P6I1M7P1I1P4I
d1x4ea1 d1x5oa1 20I33P1D29P13I6P3D
d1x4ea1 d1x5sa1 7I63P5I9P6I
d1x4ea1 d1zh5a2 8I35P1D23P1D3P5I8P1I1M1I
d1x4ea1 d2b0ga1 10I32P4D3P1D21P1M1P6I1M7P1M
d1x4ea1 d2bz2a1 7I7P1M1D2P1D21P6D24P1M5I8P3I
d1x4ea1 d2cpda1 10I23P2I8P8D24P5I1M8P5I
d1x4ea1 d2cpea1 10I26P8I35P1M1P5I1M7P1M6I
d1x4ea1 d2cpfa1 35P1M3I25P1D1P6I8P1M5I
d1x4ea1 d2cpha1 10I32P2M1I30P6I8P5I
d1x4ea1 d2cpia1 10I9P1I8P2I19P2D5I1M24P5I5P4D
d1x4ea1 d2cpja1 10I33P6D24P1M5I7P1M5I
d1x4ea1 d2cpza1 20I61P1M2P5I7P1M5I
d1x4ea1 d2cq0a1 10I63P5I8P1M3I
d1x4ea1 d2cq1a1 10I33P6D25P7I8P5I
d1x4ea1 d2cq3a1 13I33P2D1P3M24P5I9P5I
d1x4ea1 d2cqga1 10I60P1M1D1M4I1M7P1M5I
d1x4ea1 d2cqia1 10I33P1M1D1M2D1I1M22P1M1P5I1M8P5I
d1x4ea1 d2dgxa1 5D3P1I3P2I22P3D1P2M22P1M1P5I1M6P1M1P1I
d1x4ea1 d2ek1a_ 3I25P1M1I11P1D23P1M1P5I1M6P1D1P
d1x4ea1 d2ghpa1 3I22P1I8P1D1P7D24P5I9P1I
d1x4ea1 d2ghpa2 2I32P2M1D1M1D2M19P1D2P1M1P5I1M6P1D1P
d1x4ea1 d2ghpa3 6I9P1I24P3D2P1I2M17P1D5P5I9P2I
d1x4ea1 d2mssa_ 1I36P1M1P1M8P1D1P2D8P1M2P1M2P7I5P2D
d1x4ea1 d2u2fa_ 3I33P1M2P2M26P5I8P5I
d1x4ea1 d2ywka_ 7I35P1M1P1D25P5I7P2M1I
d1x4ea1 d3begb_ 3I8P1D22P7D23P1M1P10I1M7P1D10I
d1x4ea1 d3d2wa_ 3I33P5D19P1M2D3P5I1M7P1D
d1x4ea1 d3h2ve_ 4I21P1D10P6D23P1M1P5I9P
d1x4ea1 d3md1a_ 3I63P5I9P3I
d1x4ea1 d3mdfa_ 7I63P5I8P1D
d1x4fa1 d1x4ga1 12D13I2M1D1M13P1D1M45P2D16P1M4D4I
d1x4fa1 d1x4ha1 13D2I2M1I1P1M12P1D24P6I22P2I1P2I17P1M4D4I
d1x4fa1 d1x5oa1 7D8I2M1I1M3P2D14P1D24P5I22P2D4P1I1P5I2P2I6P8D
d1x4fa1 d1x5sa1 16D3I1M11P1D13P1I2P1D9P6I21P1M2D17P2M1D1I1M1I
d1x4fa1 d1zh5a2 12D1I1M2D1P1M1P1I10P1D25P5I21P3D15P1M5D2I
d1x4fa1 d2adca1 16D13P1M23P1I22P1M2D15P1D5P28I
d1x4fa1 d2adca2 16D8I1M12P1D13P1I12P1I20P1M2D3P1D2P2I11P2D1P1D
d1x4fa1 d2b0ga1 16D6I1M12P1D13P1I3P1D8P1I20P1M2D6P1I9P1D1P4D
d1x4fa1 d2bz2a1 15D2I1M8P1D3P2D1M44P1M2D15P2M4D2I
d1x4fa1 d2cpda1 13D3I16P1D14P2I9P2D21P2D16P1M4D4I
d1x4fa1 d2cpea1 13D3I3M13P1D17P8I7P6I21P1M2D15P1M5D6I
d1x4fa1 d2cpfa1 20D9P1D24P9I20P1I1P3D15P1M5D5I
d1x4fa1 d2cpha1 10D1P1M17P1D22P7I2M21P1M1P1D16P1M4D4I
d1x4fa1 d2cpia1 6D1M3P1M1D1M3D1M12P2M7P2I16P9I22P1D1M3P1D8P9D
d1x4fa1 d2cpja1 14D4I3M12P1D45P1M2D15P1M5D5I
d1x4fa1 d2cpya1 12D2M2P2I13P1D16P1I1M7P5I21P3D15P2I2P1M1D2I2M9I
d1x4fa1 d2cq0a1 4D1P3M1D1M2D1M3D13P1D24P6I22P2D15P1M5D3I
d1x4fa1 d2cq1a1 13D5I1M2D1M11P1D70P
d1x4fa1 d2cq2a1 6D10I1M9D5I1M9P2I1M2P1D45P1M2D5P5I12P2D1M1P
d1x4fa1 d2cq3a1 14D5I1M2I1M12P1D25P4I21P1M2D18P3D3I
d1x4fa1 d2cq4a1 10D2M3P1M8I1M2I12P1D25P6I20P3D15P1I2M4D3I
d1x4fa1 d2cqda1 9D1M3P2M1P1M1P1I10P1D24P6I20P1D2P2D15P2I1P2M1D1I2M8I
d1x4fa1 d2cqia1 12D2I1M16P1D25P4I20P1M2D16P2M3D3I
d1x4fa1 d2disa1 17D11P1D13P2I4P1D5P4I1P2I1P1I23P1M15P1M1D1I1M3D10I
d1x4fa1 d2dita1 14D4I1M13P2I1P6I3P2I23P2I20P1M2D16P1M4D4I
d1x4fa1 d2ek1a_ 17D1M11P1D16P1M1I7P5I21P1M2D15P6D
d1x4fa1 d2ghpa2 18D10P1D26P4I20P3D15P6D
d1x4fa1 d2ghpa3 15D1P1M1P1I11P2M21P1I2P3I1M17P1D2P1M2D17P4D1I
d1x4fa1 d2hzca_ 13D2M1P1M1I11P1D13P1I1P10I32P3D14P7D
d1x4fa1 d2ywka_ 12D1M2D1P1I1M12P1D22P6I2P1D20P1M2D15P1M5D1I
d1x4fa1 d3begb_ 17D11P2D23P1D21P1M2D5P5I10P6D10I
d1x4fa1 d3d2wa_ 17D11P1D24P1I20P1D1P3D15P6D
d1x4fa1 d3h2ve_ 16D13P1D12P1D32P1M2D16P5D
d1x4fa1 d3mdfa_ 13D16P1D24P6I21P1M2D15P6D
d1x4ga1 d1x4ha1 15D5I1M37P6I22P6I21P
d1x4ga1 d1x5oa1 13D14I1M1P1D35P5I28P7I2P1I7P8D
d1x4ga1 d1x5sa1 8D1M2D3P3D34P6I1M40P2M2D3I
d1x4ga1 d1zh5a2 14D1I1M1D1P2I34P5I1M21P1D16P1D1I2M3D
d1x4ga1 d2adca1 15D1P1D10P1I24P1I40P5D32I
d1x4ga1 d2adca2 12D6I1M1P1M2D25P1I9P1M1I26P1D2P2I10P1M4D1I
d1x4ga1 d2b0ga1 9D3I1M1D1M2P3D37P1I27P1I10P5D
d1x4ga1 d2bz2a1 15D2I1M9P1D2P1D61P1M2P1M2D
d1x4ga1 d2cpda1 14D4I2M27P2I8P1D1P1D38P3M1D1I
d1x4ga1 d2cpea1 10D2I1M1P2D32P8I7P6I37P1M5D6I
d1x4ga1 d2cpfa1 20D31P9I39P2M4D4I
d1x4ga1 d2cpha1 13D3I2M36P7I1M23P1I16P1D1P3M1I
d1x4ga1 d2cpia1 13D5I2M2D12P1I8P2I16P9I34P9D
d1x4ga1 d2cpja1 15D5I2M73P1M5D5I
